voyage_id,vessel_name,flag,place_of_slave_purchase,place_of_slave_disembarkation,total_embarked,total_disembarked,year_of_arrival,percent_men,percent_women,percent_children,captain's_name,resistance_label,sources
75533,Friendship,Great Britain,Anomabu,Charleston,478,390,1772,,,,"Cumming, James",,"[u'BT6/3,177<><p><em>TNA</em> (Kew, London)</p>', u'LList, 23 July 1771<><i>Lloyds\u2019 Lists (1741, 1744, 1747-53, 1755, 1757-58, 1760-77, 1779-1808)</i>', u'LList, 3 Mar 1772<><i>Lloyds\u2019 Lists (1741, 1744, 1747-53, 1755, 1757-58, 1760-77, 1779-1808)</i>', u'LList, 24 July 1772<><i>Lloyds\u2019 Lists (1741, 1744, 1747-53, 1755, 1757-58, 1760-77, 1779-1808)</i>', u'LList, 28 July 1772<><i>Lloyds\u2019 Lists (1741, 1744, 1747-53, 1755, 1757-58, 1760-77, 1779-1808)</i>', u'LList, 28 Aug 1772<><i>Lloyds\u2019 Lists (1741, 1744, 1747-53, 1755, 1757-58, 1760-77, 1779-1808)</i>', u'LList, 13 Oct 1772<><i>Lloyds\u2019 Lists (1741, 1744, 1747-53, 1755, 1757-58, 1760-77, 1779-1808)</i>', u'Donnan,II,542<><p>Donnan, Elizabeth (ed.),&nbsp;<em>Documents Illustrative of the Slave Trade to the Americas</em> , 4 vols. (Washington, DC, 1930-35)</p>', u'Donnan,IV,442<><p>Donnan, Elizabeth (ed.),&nbsp;<em>Documents Illustrative of the Slave Trade to the Americas</em> , 4 vols. (Washington, DC, 1930-35)</p>', u'ADM68/202,183v<><p><em>British National Archives</em>&nbsp;(Kew), Admiralty</p>']"
75561,Grenada,Great Britain,Gambia,Savannah,140,140,1766,,,,"Robinson, William",,"[u""LR1764<><i>Lloyd's Register of Shipping</i>, 1764, 1768, 1776, 1778-84, 1786-1787, 1789-1808 (all published in London)."", u'BT6/3,166<><p><em>TNA</em> (Kew, London)</p>', u'CO5/710,19<><p><em>British National Archives</em> (Kew) Colonial Office</p>', u'CO267/1a24<><p><em>British National Archives</em> (Kew) Colonial Office</p>', u'Donnan,IV,621<><p>Donnan, Elizabeth (ed.),&nbsp;<em>Documents Illustrative of the Slave Trade to the Americas</em> , 4 vols. (Washington, DC, 1930-35)</p>', u'LList, 10 June 1766<><i>Lloyds\u2019 Lists (1741, 1744, 1747-53, 1755, 1757-58, 1760-77, 1779-1808)</i>', u'LList, 27 June 1766<><i>Lloyds\u2019 Lists (1741, 1744, 1747-53, 1755, 1757-58, 1760-77, 1779-1808)</i>', u'LList, 17 Apr 1767<><i>Lloyds\u2019 Lists (1741, 1744, 1747-53, 1755, 1757-58, 1760-77, 1779-1808)</i>', u'E134/8Geo3/East4<><p><em>British National Archives</em> (Kew, UK) Exchequer</p>']"
75563,Granby,Great Britain,Goree,York River,42,37,1761,,,,"Furlong, William",,"[u'Minch,161<>Minchinton, Walter E., Celia King, and Peter Waite (eds.), <i>Virginia</i><i> Slave Trade Statistics, 1698-1775</i> (Richmond, 1984).', u'ADM68/200,117<><p><em>British National Archives</em>&nbsp;(Kew), Admiralty</p>']"
75616,Hawke,Great Britain,Saint-Louis,Patuxent,91,89,1761,,,,"Watson, John",,"[u'BT6/3,158<><p><em>TNA</em> (Kew, London)</p>', u'LList, 5 Dec 1760<><i>Lloyds\u2019 Lists (1741, 1744, 1747-53, 1755, 1757-58, 1760-77, 1779-1808)</i>', u'LList, 16 Dec 1760<><i>Lloyds\u2019 Lists (1741, 1744, 1747-53, 1755, 1757-58, 1760-77, 1779-1808)</i>', u'LList, 26 Dec 1760<><i>Lloyds\u2019 Lists (1741, 1744, 1747-53, 1755, 1757-58, 1760-77, 1779-1808)</i>', u'LList, 9 Jan 1761<><i>Lloyds\u2019 Lists (1741, 1744, 1747-53, 1755, 1757-58, 1760-77, 1779-1808)</i>', u'LList, 4 Aug 1761<><i>Lloyds\u2019 Lists (1741, 1744, 1747-53, 1755, 1757-58, 1760-77, 1779-1808)</i>', u'LList, 29 Sept 1761<><i>Lloyds\u2019 Lists (1741, 1744, 1747-53, 1755, 1757-58, 1760-77, 1779-1808)</i>', u'LList, 1 Dec 1761<><i>Lloyds\u2019 Lists (1741, 1744, 1747-53, 1755, 1757-58, 1760-77, 1779-1808)</i>', u'LList, 8 Dec 1761<><i>Lloyds\u2019 Lists (1741, 1744, 1747-53, 1755, 1757-58, 1760-77, 1779-1808)</i>', u'ADM68/200,110v<><p><em>British National Archives</em>&nbsp;(Kew), Admiralty</p>', u'Walsh Maryland Database<>Walsh, Lorena, Database of slave trading voyages to Maryland']"
75625,Heart of Oak,Great Britain,Saint-Louis,Charleston,117,104,1773,,,,"Patterson, Robert",,"[u'BT6/3,179<><p><em>TNA</em> (Kew, London)</p>', u'Donnan,IV,454<><p>Donnan, Elizabeth (ed.),&nbsp;<em>Documents Illustrative of the Slave Trade to the Americas</em> , 4 vols. (Washington, DC, 1930-35)</p>', u'LList, 27 Oct 1772<><i>Lloyds\u2019 Lists (1741, 1744, 1747-53, 1755, 1757-58, 1760-77, 1779-1808)</i>', u'LList, 3 Nov 1772<><i>Lloyds\u2019 Lists (1741, 1744, 1747-53, 1755, 1757-58, 1760-77, 1779-1808)</i>', u'LList, 24 Sept 1773<><i>Lloyds\u2019 Lists (1741, 1744, 1747-53, 1755, 1757-58, 1760-77, 1779-1808)</i>', u'LList, 19 Nov 1773<><i>Lloyds\u2019 Lists (1741, 1744, 1747-53, 1755, 1757-58, 1760-77, 1779-1808)</i>', u'LList, 23 Nov 1773<><i>Lloyds\u2019 Lists (1741, 1744, 1747-53, 1755, 1757-58, 1760-77, 1779-1808)</i>', u'ADM68/203,42v<><p><em>British National Archives</em>&nbsp;(Kew), Admiralty</p>']"
75630,Henrietta,Great Britain,Madagascar,York River,188,130,1721,,,,"Loyd, William",,"[u'Donnan,IV,185<><p>Donnan, Elizabeth (ed.),&nbsp;<em>Documents Illustrative of the Slave Trade to the Americas</em> , 4 vols. (Washington, DC, 1930-35)</p>', u'Minch,49<>Minchinton, Walter E., Celia King, and Peter Waite (eds.), <i>Virginia</i><i> Slave Trade Statistics, 1698-1775</i> (Richmond, 1984).']"
75637,Higginson,Great Britain,Calabar,York River,313,166,1718,,,,"Mitchell, John",,"[u'Donnan,IV,177<><p>Donnan, Elizabeth (ed.),&nbsp;<em>Documents Illustrative of the Slave Trade to the Americas</em> , 4 vols. (Washington, DC, 1930-35)</p>', u'Minch,44-45<>Minchinton, Walter E., Celia King, and Peter Waite (eds.), <i>Virginia</i><i> Slave Trade Statistics, 1698-1775</i> (Richmond, 1984).', u'H&B Letterbk, 18.09.27.<><i>Library of Congress</i> (Washington, DC, USA) Galloway-Maxcy-Markoe family papers, Higginson and Bird letterbook', u'PM,04.10.1718<><i>Post Man</i>']"
75670,James Gally,Great Britain,"Africa., port unspecified",York River,526,450,1742,,,,"Young, Hasden",,"[u'Donnan,IV,210<><p>Donnan, Elizabeth (ed.),&nbsp;<em>Documents Illustrative of the Slave Trade to the Americas</em> , 4 vols. (Washington, DC, 1930-35)</p>', u'CO142/15<><p><em>British National Archives</em> (Kew) Colonial Office</p>', u'LList, 6 Oct 1741<><i>Lloyds\u2019 Lists (1741, 1744, 1747-53, 1755, 1757-58, 1760-77, 1779-1808)</i>', u'LList, 23 Oct 1741<><i>Lloyds\u2019 Lists (1741, 1744, 1747-53, 1755, 1757-58, 1760-77, 1779-1808)</i>', u'ADM68/197,236<><p><em>British National Archives</em>&nbsp;(Kew), Admiralty</p>', u'DP,42.11.06<><i>Daily Post</i>', u'Minch,118-19<>Minchinton, Walter E., Celia King, and Peter Waite (eds.), <i>Virginia</i><i> Slave Trade Statistics, 1698-1775</i> (Richmond, 1984).']"
75737,Kings Fisher,Great Britain,"Africa., port unspecified",York River,179,143,1727,,,,"Houghton<br/> Murrell, James",,"[u'ADM68/194,175<><p><em>British National Archives</em>&nbsp;(Kew), Admiralty</p>', u'CO388/25<><p><em>British National Archives</em> (Kew) Colonial Office</p>', u'Minch,61<>Minchinton, Walter E., Celia King, and Peter Waite (eds.), <i>Virginia</i><i> Slave Trade Statistics, 1698-1775</i> (Richmond, 1984).', u'DJ,26.08.02.<><i>Daily Journal</i>', u'DJ,27.06.02.<><i>Daily Journal</i>', u'DJ,27.07.01.<><i>Daily Journal</i>']"
75775,Lord Ligonier,Great Britain,Gambia,Annapolis,140,96,1767,,,,"Davis, Thomas",,"[u'BT6/3,166<><p><em>TNA</em> (Kew, London)</p>', u""LR1764<><i>Lloyd's Register of Shipping</i>, 1764, 1768, 1776, 1778-84, 1786-1787, 1789-1808 (all published in London)."", u'CO267/1a24<><p><em>British National Archives</em> (Kew) Colonial Office</p>', u'LList, 15 July 1766<><i>Lloyds\u2019 Lists (1741, 1744, 1747-53, 1755, 1757-58, 1760-77, 1779-1808)</i>', u'LList, 5 Aug 1766<><i>Lloyds\u2019 Lists (1741, 1744, 1747-53, 1755, 1757-58, 1760-77, 1779-1808)</i>', u'LList, 26 Jan 1768<><i>Lloyds\u2019 Lists (1741, 1744, 1747-53, 1755, 1757-58, 1760-77, 1779-1808)</i>', u'ADM68/201,125v<><p><em>British National Archives</em>&nbsp;(Kew), Admiralty</p>', u'Walsh Maryland Database<>Walsh, Lorena, Database of slave trading voyages to Maryland']"
75778,Lord North,Great Britain,Saint-Louis,Charleston,203,180,1774,,,,"Cornwall, Thomas",,"[u'BT6/3,182<><p><em>TNA</em> (Kew, London)</p>', u'Donnan,IV,467<><p>Donnan, Elizabeth (ed.),&nbsp;<em>Documents Illustrative of the Slave Trade to the Americas</em> , 4 vols. (Washington, DC, 1930-35)</p>', u'LList, 28 Dec 1773<><i>Lloyds\u2019 Lists (1741, 1744, 1747-53, 1755, 1757-58, 1760-77, 1779-1808)</i>', u'LList, 22 Nov 1774<><i>Lloyds\u2019 Lists (1741, 1744, 1747-53, 1755, 1757-58, 1760-77, 1779-1808)</i>', u'LList, 9 Dec 1774<><i>Lloyds\u2019 Lists (1741, 1744, 1747-53, 1755, 1757-58, 1760-77, 1779-1808)</i>', u'LList, 13 Jan 1775<><i>Lloyds\u2019 Lists (1741, 1744, 1747-53, 1755, 1757-58, 1760-77, 1779-1808)</i>', u'LList, 17 Jan 1775<><i>Lloyds\u2019 Lists (1741, 1744, 1747-53, 1755, 1757-58, 1760-77, 1779-1808)</i>', u'ADM68/203,108v<><p><em>British National Archives</em>&nbsp;(Kew), Admiralty</p>']"
75809,Margaret,Great Britain,"Gold Coast, port unspecified",York River,185,160,1721,,,,"Cassells, Jas",,"[u'Donnan,IV,184<><p>Donnan, Elizabeth (ed.),&nbsp;<em>Documents Illustrative of the Slave Trade to the Americas</em> , 4 vols. (Washington, DC, 1930-35)</p>', u'Minch,49<>Minchinton, Walter E., Celia King, and Peter Waite (eds.), <i>Virginia</i><i> Slave Trade Statistics, 1698-1775</i> (Richmond, 1984).', u'Defoe, 238<>Defoe, Daniel, <i>History of the Pirates</i> (London, [1724] 1814).']"
75810,Margaret,Great Britain,"West Central Africa and St. Helena, port unspecified",York River,268,244,1727,,,,"Anderson<br/> Weedon, Edmund",,"[u'CO388/25<><p><em>British National Archives</em> (Kew) Colonial Office</p>', u'ADM68/194,130v<><p><em>British National Archives</em>&nbsp;(Kew), Admiralty</p>', u'Minch,63<>Minchinton, Walter E., Celia King, and Peter Waite (eds.), <i>Virginia</i><i> Slave Trade Statistics, 1698-1775</i> (Richmond, 1984).', u'DJ,26.10.06.<><i>Daily Journal</i>']"
75848,Mary Ann,Great Britain,"Africa., port unspecified",Charleston,237,190,1725,,,,"King, John",,"[u'CO388/25<><p><em>British National Archives</em> (Kew) Colonial Office</p>', u'ADM68/194,125v<><p><em>British National Archives</em>&nbsp;(Kew), Admiralty</p>']"
75860,Mayflower,Great Britain,"Gold Coast, port unspecified",York River,120,104,1719,,,,"Horsey, William",,"[u'Donnan,IV,183<><p>Donnan, Elizabeth (ed.),&nbsp;<em>Documents Illustrative of the Slave Trade to the Americas</em> , 4 vols. (Washington, DC, 1930-35)</p>', u'Minch,47<>Minchinton, Walter E., Celia King, and Peter Waite (eds.), <i>Virginia</i><i> Slave Trade Statistics, 1698-1775</i> (Richmond, 1984).', u'PM,20.11.1718<><i>Post Man</i>']"
75861,Mayflower,Great Britain,"Gold Coast, port unspecified",York River,126,109,1720,,,,"Horsey, William",,"[u'Minch,49<>Minchinton, Walter E., Celia King, and Peter Waite (eds.), <i>Virginia</i><i> Slave Trade Statistics, 1698-1775</i> (Richmond, 1984).', u'T70/7,7<><p><em>British National Archive</em> (Kew) Treasury</p>']"
75862,Mayflower,Great Britain,"Gold Coast, port unspecified",York River,125,108,1721,,,,"Horsey, William",,"[u'CO390/7<><p><em>British National Archives</em> (Kew) Colonial Office</p>', u'Donnan,IV,184<><p>Donnan, Elizabeth (ed.),&nbsp;<em>Documents Illustrative of the Slave Trade to the Americas</em> , 4 vols. (Washington, DC, 1930-35)</p>', u'Minch,51<>Minchinton, Walter E., Celia King, and Peter Waite (eds.), <i>Virginia</i><i> Slave Trade Statistics, 1698-1775</i> (Richmond, 1984).']"
75866,Mercury,Great Britain,Madagascar,Rappahannock,674,466,1720,,,,"Christiall, George",,"[u'Donnan,IV,187<><p>Donnan, Elizabeth (ed.),&nbsp;<em>Documents Illustrative of the Slave Trade to the Americas</em> , 4 vols. (Washington, DC, 1930-35)</p>', u'Minch,48-49<>Minchinton, Walter E., Celia King, and Peter Waite (eds.), <i>Virginia</i><i> Slave Trade Statistics, 1698-1775</i> (Richmond, 1984).', u'Wright,40-42<>Wright, Louis B. (ed.), <i>Letters of Robert Carter, 1720-1727. The Commercial Interests of a Virginia Gentleman</i> (San Marino, 1940).', u'PB,22.02.1719<><i>Post Boy</i>']"
75878,Mildred,Great Britain,Saint-Louis,"Virginia, port unspecified",56,50,1759,,,,"Miller, Joseph",,"[u'BT6/3,156<><p><em>TNA</em> (Kew, London)</p>', u'Dixon Account Book,vol.17,f.56<><i>Library of Congress</i> (Washington, DC, USA) Papers of Edward Dixon, Account Book']"
75881,Minories,Great Britain,"Windward Coast, port unspecified",Charleston,515,420,1764,,,,"Williams, William<br/> Bostock",,"[u'BT6/3,161<><p><em>TNA</em> (Kew, London)</p>', u""LR1764<><i>Lloyd's Register of Shipping</i>, 1764, 1768, 1776, 1778-84, 1786-1787, 1789-1808 (all published in London)."", u'Donnan,IV,386<><p>Donnan, Elizabeth (ed.),&nbsp;<em>Documents Illustrative of the Slave Trade to the Americas</em> , 4 vols. (Washington, DC, 1930-35)</p>', u'CO5/510<><p><em>British National Archives</em> (Kew) Colonial Office</p>', u'LList, 2 Sept 1763<><i>Lloyds\u2019 Lists (1741, 1744, 1747-53, 1755, 1757-58, 1760-77, 1779-1808)</i>', u'LList, 10 Feb 1764<><i>Lloyds\u2019 Lists (1741, 1744, 1747-53, 1755, 1757-58, 1760-77, 1779-1808)</i>', u'LList, 22 May 1764<><i>Lloyds\u2019 Lists (1741, 1744, 1747-53, 1755, 1757-58, 1760-77, 1779-1808)</i>', u'LList, 19 June 1764<><i>Lloyds\u2019 Lists (1741, 1744, 1747-53, 1755, 1757-58, 1760-77, 1779-1808)</i>', u'LList, 21 Aug 1764<><i>Lloyds\u2019 Lists (1741, 1744, 1747-53, 1755, 1757-58, 1760-77, 1779-1808)</i>', u'ADM68/200,207v<><p><em>British National Archives</em>&nbsp;(Kew), Admiralty</p>']"
75882,Minories,Great Britain,"Windward Coast, port unspecified",Charleston,319,260,1765,,,,"Williams, William",,"[u'BT6/3,161B<><p><em>TNA</em> (Kew, London)</p>', u'Donnan,IV,412<><p>Donnan, Elizabeth (ed.),&nbsp;<em>Documents Illustrative of the Slave Trade to the Americas</em> , 4 vols. (Washington, DC, 1930-35)</p>', u'ADM7/91<><p><em>British National Archives</em>&nbsp;(Kew), Admiralty</p>', u'CO5/510<><p><em>British National Archives</em> (Kew) Colonial Office</p>', u'LList, 6 Nov 1764<><i>Lloyds\u2019 Lists (1741, 1744, 1747-53, 1755, 1757-58, 1760-77, 1779-1808)</i>', u'LList, 13 Nov 1764<><i>Lloyds\u2019 Lists (1741, 1744, 1747-53, 1755, 1757-58, 1760-77, 1779-1808)</i>', u'LList, 3 Sept 1765<><i>Lloyds\u2019 Lists (1741, 1744, 1747-53, 1755, 1757-58, 1760-77, 1779-1808)</i>', u'LList, 16 May 1766<><i>Lloyds\u2019 Lists (1741, 1744, 1747-53, 1755, 1757-58, 1760-77, 1779-1808)</i>', u'LList, 20 June 1766<><i>Lloyds\u2019 Lists (1741, 1744, 1747-53, 1755, 1757-58, 1760-77, 1779-1808)</i>', u'LList, 4 July 1766<><i>Lloyds\u2019 Lists (1741, 1744, 1747-53, 1755, 1757-58, 1760-77, 1779-1808)</i>', u""LR1764<><i>Lloyd's Register of Shipping</i>, 1764, 1768, 1776, 1778-84, 1786-1787, 1789-1808 (all published in London).""]"
75886,Molly Gally,Great Britain,"Windward Coast, port unspecified",York River,191,163,1726,,,,"Hannah, Peter",,"[u'ADM68/194,117v<><p><em>British National Archives</em>&nbsp;(Kew), Admiralty</p>', u'CO388/25<><p><em>British National Archives</em> (Kew) Colonial Office</p>', u'Donnan,IV,185<><p>Donnan, Elizabeth (ed.),&nbsp;<em>Documents Illustrative of the Slave Trade to the Americas</em> , 4 vols. (Washington, DC, 1930-35)</p>', u'Minch,58-59,196<>Minchinton, Walter E., Celia King, and Peter Waite (eds.), <i>Virginia</i><i> Slave Trade Statistics, 1698-1775</i> (Richmond, 1984).']"
75888,Molly,Great Britain,"Africa., port unspecified","Maryland, port unspecified",237,190,1725,,,,"Hunt, Henry",,"[u'CO388/25<><p><em>British National Archives</em> (Kew) Colonial Office</p>', u'ADM68/194,83v<><p><em>British National Archives</em>&nbsp;(Kew), Admiralty</p>']"
75889,Molly,Great Britain,"West Central Africa and St. Helena, port unspecified",York River,251,205,1752,,,,"Lane, Joseph",,"[u'Donnan,IV,222<><p>Donnan, Elizabeth (ed.),&nbsp;<em>Documents Illustrative of the Slave Trade to the Americas</em> , 4 vols. (Washington, DC, 1930-35)</p>', u'Minch,148-9<>Minchinton, Walter E., Celia King, and Peter Waite (eds.), <i>Virginia</i><i> Slave Trade Statistics, 1698-1775</i> (Richmond, 1984).', u'LList, 23 July 1751<><i>Lloyds\u2019 Lists (1741, 1744, 1747-53, 1755, 1757-58, 1760-77, 1779-1808)</i>', u'LList, 13 Aug 1751<><i>Lloyds\u2019 Lists (1741, 1744, 1747-53, 1755, 1757-58, 1760-77, 1779-1808)</i>', u'LList, 26 June 1752<><i>Lloyds\u2019 Lists (1741, 1744, 1747-53, 1755, 1757-58, 1760-77, 1779-1808)</i>', u'LList, 24 July 1752<><i>Lloyds\u2019 Lists (1741, 1744, 1747-53, 1755, 1757-58, 1760-77, 1779-1808)</i>', u'LList, 28 Nov 1752<><i>Lloyds\u2019 Lists (1741, 1744, 1747-53, 1755, 1757-58, 1760-77, 1779-1808)</i>', u'LList, 1 Dec 1752<><i>Lloyds\u2019 Lists (1741, 1744, 1747-53, 1755, 1757-58, 1760-77, 1779-1808)</i>', u'ADM68/199,46v<><p><em>British National Archives</em>&nbsp;(Kew), Admiralty</p>']"
75900,Nancy,Great Britain,Gambia,"North Carolina, port unspecified",169,150,1766,,,,"Penford, J H<br/> Johnson",,"[u'BT6/3,161B<><p><em>TNA</em> (Kew, London)</p>', u""LR1764<><i>Lloyd's Register of Shipping</i>, 1764, 1768, 1776, 1778-84, 1786-1787, 1789-1808 (all published in London)."", u'LList, 2 Aug 1765<><i>Lloyds\u2019 Lists (1741, 1744, 1747-53, 1755, 1757-58, 1760-77, 1779-1808)</i>', u'LList, 22 Apr 1766<><i>Lloyds\u2019 Lists (1741, 1744, 1747-53, 1755, 1757-58, 1760-77, 1779-1808)</i>', u'LList, 1 Aug 1766<><i>Lloyds\u2019 Lists (1741, 1744, 1747-53, 1755, 1757-58, 1760-77, 1779-1808)</i>']"
75932,New Britannia,Great Britain,Gambia,Charleston,248,220,1772,,,,"Deane, Stephen",,"[u'BT6/3,177<><p><em>TNA</em> (Kew, London)</p>', u'Donnan,IV,442<><p>Donnan, Elizabeth (ed.),&nbsp;<em>Documents Illustrative of the Slave Trade to the Americas</em> , 4 vols. (Washington, DC, 1930-35)</p>', u'LList, 1 Nov 1771<><i>Lloyds\u2019 Lists (1741, 1744, 1747-53, 1755, 1757-58, 1760-77, 1779-1808)</i>', u'LList, 28 Feb 1772<><i>Lloyds\u2019 Lists (1741, 1744, 1747-53, 1755, 1757-58, 1760-77, 1779-1808)</i>', u'LList, 24 July 1772<><i>Lloyds\u2019 Lists (1741, 1744, 1747-53, 1755, 1757-58, 1760-77, 1779-1808)</i>', u'LList, 25 Sept 1772<><i>Lloyds\u2019 Lists (1741, 1744, 1747-53, 1755, 1757-58, 1760-77, 1779-1808)</i>', u'SCG, 18 June, 1772<><p><em>South Carolina Gazette</em>, (Charleston, U.S.A.)</p>', u'SCG, 15 June, 1772<><p><em>South Carolina Gazette</em>, (Charleston, U.S.A.)</p>', u'ADM68/202,181v<><p><em>British National Archives</em>&nbsp;(Kew), Admiralty</p>']"
75956,Otter,Great Britain,Gambia,York River,209,193,1721,0.93264,0.05181,0.01554,"Forster, Thomas",,"[u'CO388/25,376,379<><p><em>British National Archives</em> (Kew) Colonial Office</p>', u'Donnan,IV,184-85,258<><p>Donnan, Elizabeth (ed.),&nbsp;<em>Documents Illustrative of the Slave Trade to the Americas</em> , 4 vols. (Washington, DC, 1930-35)</p>', u'Minch,48-49<>Minchinton, Walter E., Celia King, and Peter Waite (eds.), <i>Virginia</i><i> Slave Trade Statistics, 1698-1775</i> (Richmond, 1984).', u'T70/957,126-8<><p><em>British National Archive</em> (Kew) Treasury</p>', u'Galenson,164<>Galenson, David, <i>Traders, Planters and Slaves: Market Behaviour in Early English America</i> (Cambridge, 1986).', u'T70/1225<><p><em>British National Archive</em> (Kew) Treasury</p>', u'T70/7,27<><p><em>British National Archive</em> (Kew) Treasury</p>']"
75969,Philip,Great Britain,Saint-Louis,Savannah,100,89,1774,0.39326,0.19101,0.41573,"Fuller, William",,"[u'BT6/3,184<><p><em>TNA</em> (Kew, London)</p>', u'LList, 29 Mar 1774<><i>Lloyds\u2019 Lists (1741, 1744, 1747-53, 1755, 1757-58, 1760-77, 1779-1808)</i>', u'LList, 1 Apr 1774<><i>Lloyds\u2019 Lists (1741, 1744, 1747-53, 1755, 1757-58, 1760-77, 1779-1808)</i>', u'ADM68/203,113v<><p><em>British National Archives</em>&nbsp;(Kew), Admiralty</p>', u'Wax,1984208-209<>Wax, Darold,""New Negroes are always in demand,"" <i>Georgia Historical Quarterly</i>, 68 (1984): 193-220.           ']"
75999,New York Postillion,U.S.A.,"Africa., port unspecified",New York,117,100,1717,,,,"Downing, Dennis",,"[u'CO390/7<><p><em>British National Archives</em> (Kew) Colonial Office</p>', u'Donnan,III,464<><p>Donnan, Elizabeth (ed.),&nbsp;<em>Documents Illustrative of the Slave Trade to the Americas</em> , 4 vols. (Washington, DC, 1930-35)</p>', u'foydatabase<>Foy, Charlie (Rutgers University), New York Transatlantic Slave Trading Voyages Database.', u'C104/13, pt 2<><p><em>The National Archives</em> (Kew, UK) Chancery</p>']"
76028,Providence,U.S.A.,"Windward Coast, port unspecified",York River,159,141,1726,,,,"Cutler, Egerton",,"[u'CO388/25<><p><em>British National Archives</em> (Kew) Colonial Office</p>', u'ADM68/194,79v<><p><em>British National Archives</em>&nbsp;(Kew), Admiralty</p>', u'Minch,56-57<>Minchinton, Walter E., Celia King, and Peter Waite (eds.), <i>Virginia</i><i> Slave Trade Statistics, 1698-1775</i> (Richmond, 1984).']"
76035,Providence,Great Britain,Gambia,Charleston,182,156,1772,,,,"Mason, Abraham<br/> Davis",,"[u'BT6/3,179<><p><em>TNA</em> (Kew, London)</p>', u'CO152/32,61<><p><em>British National Archives</em> (Kew) Colonial Office</p>', u'LList, 4 Dec 1772<><i>Lloyds\u2019 Lists (1741, 1744, 1747-53, 1755, 1757-58, 1760-77, 1779-1808)</i>', u'LList, 29 Jan 1773<><i>Lloyds\u2019 Lists (1741, 1744, 1747-53, 1755, 1757-58, 1760-77, 1779-1808)</i>', u'LList, 30 Mar 1773<><i>Lloyds\u2019 Lists (1741, 1744, 1747-53, 1755, 1757-58, 1760-77, 1779-1808)</i>', u'ADM68/203,10<><p><em>British National Archives</em>&nbsp;(Kew), Admiralty</p>', u'T1/498<><p><em>British National Archives</em> (Kew, UK) Treasury</p>']"
76050,Queen of Barra,Great Britain,Sierra Leone estuary,Charleston,368,300,1764,,,,"Taylor, Alex",,"[u""LR1764<><i>Lloyd's Register of Shipping</i>, 1764, 1768, 1776, 1778-84, 1786-1787, 1789-1808 (all published in London)."", u""LR1768<><i>Lloyd's Register of Shipping</i>, 1764, 1768, 1776, 1778-84, 1786-1787, 1789-1808 (all published in London)."", u'BT6/3,161<><p><em>TNA</em> (Kew, London)</p>', u'Donnan,IV,386,399<><p>Donnan, Elizabeth (ed.),&nbsp;<em>Documents Illustrative of the Slave Trade to the Americas</em> , 4 vols. (Washington, DC, 1930-35)</p>', u'LList, 19 Oct 1764<><i>Lloyds\u2019 Lists (1741, 1744, 1747-53, 1755, 1757-58, 1760-77, 1779-1808)</i>', u'LList, 14 Dec 1764<><i>Lloyds\u2019 Lists (1741, 1744, 1747-53, 1755, 1757-58, 1760-77, 1779-1808)</i>', u'ADM68/200,226v<><p><em>British National Archives</em>&nbsp;(Kew), Admiralty</p>']"
