voyage_id	vessel_name	flag	place_of_slave_purchase	place_of_slave_disembarkation	total_embarked	total_disembarked	year_of_arrival	percent_men	percent_women	percent_children	captain's_name	resistance_label
106624	Georgetown	U.S.A.	Jamaica, port unspecified	Charleston	6	5	1785				McAdams	
106625	Porgy	U.S.A.	Jamaica, port unspecified	Charleston	7	6	1785				Bassett, [James?]	
106627	Castlesemple	U.S.A.	Jamaica, port unspecified	Savannah	6	5	1785				Buchanan	
106629	Gibralter	U.S.A.	Kingston	Brunswick	4	3	1785				Chilton, John	
106631	 	U.S.A.	Americas, port unspecified	South Carolina, port unspecified	21	20	1785					
106633	 	U.S.A.	Americas, port unspecified	South Carolina, port unspecified	7	6	1785					
106634	 	U.S.A.	Americas, port unspecified	South Carolina, port unspecified	7	6	1785	0.5	0	0.5		
106637	Eliza	U.S.A.	Jamaica, port unspecified	Charleston	78	76	1786				Christian	
106638	Lady Langford	U.S.A.	Jamaica, port unspecified	Charleston	9	8	1786				Laton	
106639	Betsey	U.S.A.	Americas, port unspecified	Charleston	85	83	1786				Conyers	
106640	Adventure	U.S.A.	Jamaica, port unspecified	Charleston	6	5	1786				Brand	
106641	Fair Trader	U.S.A.	Jamaica, port unspecified	Charleston	2	1	1786				Hunt	
106642	Porgy	U.S.A.	Jamaica, port unspecified	Charleston	2	1	1786				Bassett, [James?]	
106645	Friendship	U.S.A.	Jamaica, port unspecified	Charleston	5	4	1786				Barlow	
106646	Friendship	U.S.A.	Jamaica, port unspecified	Charleston	16	15	1786				Stewart	
106650	Nancy	U.S.A.	Jamaica, port unspecified	Charleston	3	2	1786				Cunningham	
106651	Triumph	U.S.A.	Jamaica, port unspecified	Charleston	32	31	1786				Dennison	
106652	Suckey and Sophia	U.S.A.	Americas, port unspecified	Charleston	25	24	1786				Dyer	
106653	Gibralter	U.S.A.	Jamaica, port unspecified	Charleston	4	3	1786				Griffin	
106654	Friendship	U.S.A.	Jamaica, port unspecified	Charleston	3	2	1786				Barlow	
106655	Fair Trader	U.S.A.	Jamaica, port unspecified	Charleston	4	3	1786				Brownbill	
106656	Betsey	U.S.A.	Jamaica, port unspecified	Charleston	3	2	1786				Lancaster	
106657	Lonely Mary	U.S.A.	Jamaica, port unspecified	Charleston	7	6	1786				Martin	
106658	Eliza	U.S.A.	Antigua, port unspecified	Charleston	6	5	1786				Craig	
106659	Jane	U.S.A.	Jamaica, port unspecified	Charleston	3	2	1786				Warren	
106660	Ferrit	U.S.A.	Jamaica, port unspecified	Charleston	4	3	1786				Pamug	
106661	Carolina	U.S.A.	Americas, port unspecified	Charleston	5	4	1786				Saltonsall, G	
106662	Active	U.S.A.	Bermuda	Charleston	6	5	1786				Whitter	
106663	 	U.S.A.	Americas, port unspecified	Savannah	21	20	1786				Bray	
106664	Wilhelmina	U.S.A.	Americas, port unspecified	Georgia, port unspecified	21	20	1786				Rosendale	
106665	Alert	U.S.A.	Americas, port unspecified	Charleston	20	19	1786					
106666	 	U.S.A.	Americas, port unspecified	New Orleans	173	170	1786					
106667	Polly	Great Britain	St. Eustatius	Brunswick	10	9	1786				Wood, Joseph	
106668	Betsey	U.S.A.	Jamaica, port unspecified	Roanoke	10	9	1786				Willis, William	
106669	Jesse	Great Britain	Jamaica, port unspecified	North Carolina, port unspecified	3	2	1786				Heartwell, John	
106670	Experiment	U.S.A.	St. Eustatius	Beaufort	6	5	1786					
106672	Jane	Great Britain	San Domingo (a) Santo Domingo	Brunswick	8	7	1786				Jones, Conrad	
106673	Sally	U.S.A.	Jamaica, port unspecified	Brunswick	6	5	1786				Jocelin, Amaziah	
106674	Hope	U.S.A.	Jamaica, port unspecified	Brunswick	3	2	1786				Smart, James	
106675	Camden	U.S.A.	Americas, port unspecified	Roanoke	82	80	1786				Grinald, Richard	
106676	Betsey	U.S.A.	Americas, port unspecified	Charleston	20	19	1786					
106677	 	U.S.A.	Americas, port unspecified	South Carolina, port unspecified	14	13	1786					
106678	Adriana	U.S.A.	Jamaica, port unspecified	Charleston	11	10	1786				Smith	
106681	Neptune	U.S.A.	Jamaica, port unspecified	Charleston	11	10	1787				Thomson, [Archibald?]	
106682	Perseverance	U.S.A.	Antigua, port unspecified	Charleston	15	14	1787				Bel	
106683	Hercules	U.S.A.	Americas, port unspecified	Charleston	3	2	1787				Green	
106684	Liberty	U.S.A.	Antigua, port unspecified	Charleston	3	2	1787				Wainwright	
106685	General Campbell	U.S.A.	Jamaica, port unspecified	Charleston	12	11	1787				Chinic [Clunie, Andrew?]	
106686	Porgy	U.S.A.	Jamaica, port unspecified	Charleston	15	14	1787				Bassett, [James?]	
106688	Hope	U.S.A.	Mosquito Shore	Charleston	52	50	1787				Blight	
106689	Betsey	U.S.A.	Bermuda	Charleston	2	1	1787				Prudden	
106690	Two Friends	U.S.A.	St. Maarten	Charleston	4	3	1787				Holmes	
106691	Anna	U.S.A.	Americas, port unspecified	Savannah	15	14	1787					
106692	Hercules	U.S.A.	St. Kitts, port unspecified	Charleston	30	29	1787					
106693	 	U.S.A.	Americas, port unspecified	Savannah	9	8	1787					
106694	 	U.S.A.	Americas, port unspecified	Georgia, port unspecified	4	3	1787					
106695	Mississippian	Spain / Uruguay	West Indies (colony unspecified)	New Orleans	204	200	1787					
106699	Camden	U.S.A.	Americas, port unspecified	North Carolina, port unspecified	72	70	1787				Grinald, Richard?]	
106700	Friendship	Great Britain	Lucea (a) St. Lucea	Brunswick	15	14	1787				Somerset, John	
106701	Sandwich	U.S.A.	St. Eustatius	Beaufort	2	1	1787				Pate, John	
106703	Chatham	U.S.A.	Nova Scotia	Beaufort	2	1	1787				Cheyney, Daniel	
106706	Polly	U.S.A.	St. Eustatius	Beaufort	3	2	1787	1	0	0.5	Crafts, Benjamin	
106708	Robert	Great Britain	Martha Brae	Brunswick	7	6	1787				Duncan, George	
106709	Robert	Great Britain	Jamaica, port unspecified	Brunswick	3	2	1787				Corran, William	
106710	Seaflower	U.S.A.	St. Eustatius	Beaufort	2	1	1787	0	0	1	Edens, John	
106717	Feliz	U.S.A.	St. Barthelemy, port unspecified	Louisiana	232	228	1788					
106718	 	U.S.A.	Americas, port unspecified	Savannah	12	11	1788					
106720	Sally	U.S.A.	Americas, port unspecified	Georgia, port unspecified	21	20	1788					
106723	Little Peggy	Great Britain	Martha Brae	Brunswick	2	1	1788	1	0	0	Duncan, George	
106724	Beaver	U.S.A.	Nova Scotia	North Carolina, port unspecified	3	2	1788				Clark, Samuel	
106725	Polly	Great Britain	Montego Bay	Brunswick	2	1	1788				Troup, John	
106728	Gobernador Miró	U.S.A.	Jamaica, port unspecified	Louisiana	105	103	1789				Clarke, Daniel??]	
106729	Louisiana	U.S.A.	Jamaica, port unspecified	Louisiana	101	99	1789					
106730	Guipuscoano	U.S.A.	Martinique, port unspecified	Louisiana	91	89	1789					
106732	Navarro	U.S.A.	Jamaica, port unspecified	Louisiana	30	29	1789					
106733	 	U.S.A.	Americas, port unspecified	Savannah	10	9	1789					
106734	Terrible	Netherlands	Curacao	Brunswick	2	1	1789			0	Marrenner, Peter W	
106735	Nancy	U.S.A.	Port-au-Prince	New Bern	3	2	1789				Duquod, Alexander	
106736	Cornwallace	U.S.A.	Jamaica, port unspecified	Beaufort	3	2	1789				Nixon, Thomas	
106737	Marian	U.S.A.	St. Lucia, port unspecified	North Carolina, port unspecified	3	2	1789				Eastwood, Matthais	
106738	Nancy	Great Britain	Montego Bay	Brunswick	3	2	1789				Hume, Ebenezer	
106739	Little Peggy	Great Britain	Montego Bay	Brunswick	2	1	1789	1	0	0	Ballenton, Thomas	
106740	New Hope	Great Britain	Montego Bay	Brunswick	4	3	1789				Smart, James	
106741	John	Great Britain	New Providence	Brunswick	3	2	1789				Howell, John	
106742	Commerce	Great Britain	Montego Bay	Brunswick	2	1	1789				Musson, Robert D	
106743	New Hope	Great Britain	Montego Bay	Brunswick	5	4	1789			0.25	Smart, James	
106744	Nancy	Great Britain	Montego Bay	Brunswick	3	2	1789				Rundle, Joseph	
106745	Eliza	Great Britain	Jamaica, port unspecified	Brunswick	3	2	1789				Goddard, Lemuel	
106746	Mariah	U.S.A.	Cap Francais	New Bern	13	12	1789				Morrison, John	
106747	Little Peggy	Great Britain	Montego Bay	Brunswick	5	4	1789				Ballenton, Thomas	
106748	Speedwell	U.S.A.	St. Croix	Savannah	3	2	1789				Gage, David	
106749	Lady Shammelmann	U.S.A.	St. Croix	Savannah	7	6	1789				Forster, Joseph	
106750	Fanny	U.S.A.	Montserrat, port unspecified	Savannah	6	5	1789				Rodgers, William	
106751	Fanny	U.S.A.	Montserrat, port unspecified	Savannah	9	8	1789				Rodgers, William	
106752	Mary	U.S.A.	St. Croix	Savannah	9	8	1789				Wathington, Bannard	
106753	Sally	U.S.A.	Trinidad, port unspecified	New Orleans	52	50	1790				Driscoll	
106754	Santa Catalina	U.S.A.	Havana	Louisiana	8	7	1790				Garrick, Santiago	
106756	Favorecida	U.S.A.	Jamaica, port unspecified	Louisiana	53	51	1790					
106758	Charlotte	Great Britain	Lucea (a) St. Lucea	Brunswick	3	2	1790				Linney, John	
106759	Fanny	U.S.A.	Americas, port unspecified	Savannah	6	5	1790				Rodgers, William	
106760	Sally	U.S.A.	St. Maarten	Savannah	4	3	1790				Williams	
106761	Lady Shammelmann	U.S.A.	St. Croix	Savannah	7	6	1790				Forster, Joseph	
106762	Fairy	U.S.A.	St. Eustatius	Savannah	3	2	1790				Bidlake, John	
106763	Betsey	U.S.A.	St. Croix	Savannah	4	3	1790				Buttman, John	
106764	Speedwell	U.S.A.	St. Croix	Savannah	3	2	1790				Gage, David	
106765	Bermuda	U.S.A.	West Indies (colony unspecified)	Savannah	4	3	1790				Harvey, Henry	
106766	Ann	U.S.A.	Jamaica, port unspecified	Savannah	13	12	1790				Williams, Robert	
106767	Margaret	U.S.A.	Grenada, port unspecified	Savannah	5	4	1790				Harvie, Allan	
106768	Little Jean	U.S.A.	West Indies (colony unspecified)	Savannah	3	2	1790				Morrison, Rodrick	
106769	Little Peggy	U.S.A.	Jamaica, port unspecified	Savannah	3	2	1790				Simpson, Drummond	
106770	Faulkner	U.S.A.	Jamaica, port unspecified	Savannah	7	6	1790				Cunnain, Matthew	
106771	Rosalía	U.S.A.	Havana	Louisiana	45	44	1792				Armand, Sebastian	
106772	Victoria	U.S.A.	Cap Francais	Louisiana	37	36	1792				Cola, Juan Bautista	
106773	Louisiana	U.S.A.	Americas, port unspecified	Louisiana	36	35	1792					
106774	Dichosa	U.S.A.	Americas, port unspecified	Louisiana	37	36	1792				Costa, Manuel??]	
106775	Amelia	U.S.A.	Grenada, port unspecified	Savannah	5	4	1792				Robertson	
106776	Dolphin	U.S.A.	St. Eustatius	Savannah	19	18	1792				Hickman, Nathaniel	
106778	Alert	U.S.A.	Americas, port unspecified	Georgia, port unspecified	2	1	1792				Bennet, Robert	
106779	Robert	U.S.A.	Americas, port unspecified	Savannah	5	4	1792				Steel, E	
106780	Mercury	U.S.A.	Americas, port unspecified	Georgia, port unspecified	2	1	1792					
106781	Minerva	U.S.A.	Turk's Island	Georgia, port unspecified	2	1	1792				Brownton, Thomas	
106783	Louisiana	U.S.A.	Americas, port unspecified	Louisiana	42	41	1793					
106784	Dichosa	U.S.A.	Americas, port unspecified	Louisiana	12	11	1793				Costa, Manuel??]	
106785	George	U.S.A.	Grenada, port unspecified	Savannah	28	27	1793				Parsons	
106786	 	U.S.A.	Americas, port unspecified	Savannah	3	2	1793					
106787	 	U.S.A.	Americas, port unspecified	Savannah	102	100	1795					
106788	 	U.S.A.	Americas, port unspecified	Savannah	62	60	1795					
106789	Hazard	U.S.A.	Jamaica, port unspecified	Savannah	37	36	1795				Johnston, Thomas	
106790	 	U.S.A.	Americas, port unspecified	Savannah	21	20	1795					
106791	Paloma	U.S.A.	Americas, port unspecified	New Orleans	37	36	1795				Aranda, Gaspard	
106792	San Francisco	U.S.A.	Americas, port unspecified	Savannah	27	26	1795				Havier	
106794	Lark	U.S.A.	St. Croix	Georgia, port unspecified	2	1	1795				Hansen, John	
106795	Harmony	U.S.A.	Jamaica, port unspecified	Savannah	20	19	1795				Baldwin, P	
106796	Hazard	U.S.A.	Jamaica, port unspecified	Savannah	37	36	1796				Johnston, Thomas	
106797	Tryal	U.S.A.	Jamaica, port unspecified	Savannah	9	8	1796				Kinner, Hugh	
106798	Fortune	U.S.A.	Saint-Domingue, port unspecified	Savannah	8	7	1796				Johnson, Edward	
106799	Fortunas	U.S.A.	Port-au-Prince	Savannah	8	7	1797				Johnston, Edward	
106800	Edward and Mary	U.S.A.	Martinique, port unspecified	Savannah	20	19	1798				Godfrey, William	
106801	 	U.S.A.	Americas, port unspecified	Savannah	11	10	1798					
106802	Roebuck	France	Americas, port unspecified	Savannah	136	133	1798				Dismount, Dennis	
106803	Fortunas	U.S.A.	Port-au-Prince	Savannah	8	7	1798				Johnston, Edward	
106806	 	U.S.A.	Americas, port unspecified	Savannah	13	12	1803					
106807	 	U.S.A.	Americas, port unspecified	Savannah	15	14	1803					
106808	 	U.S.A.	Americas, port unspecified	Savannah	11	10	1803					
106809	 	U.S.A.	Americas, port unspecified	Savannah	11	10	1803					
106810	Lady Nelson	U.S.A.	Americas, port unspecified	Savannah	3	2	1803					
106811	Hannah	U.S.A.	Saint-Domingue, port unspecified	Savannah	8	7	1803				Buell, Benjamin	
106812	Fawn	U.S.A.	Cuba, port unspecified	New Orleans	52	50	1803					
106813	Sophie	U.S.A.	Cuba, port unspecified	New Orleans	52	50	1803					
106814	Farmer	U.S.A.	Cuba, port unspecified	New Orleans	52	50	1803					
106815	 	U.S.A.	Americas, port unspecified	South Carolina, port unspecified	10	9	1804					
106816	 	U.S.A.	Americas, port unspecified	South Carolina, port unspecified	31	30	1804					
106817	 	U.S.A.	Americas, port unspecified	South Carolina, port unspecified	21	20	1804					
106818	 	U.S.A.	Americas, port unspecified	South Carolina, port unspecified	4	3	1804	0.6666667	0.33333334	0		
106819	 	U.S.A.	Americas, port unspecified	South Carolina, port unspecified	18	17	1804					
106821	 	U.S.A.	Americas, port unspecified	South Carolina, port unspecified	8	7	1804	0.71428573	0	0.2857143		
106822	 	U.S.A.	Americas, port unspecified	South Carolina, port unspecified	3	2	1804					
106823	 	U.S.A.	Americas, port unspecified	South Carolina, port unspecified	3	2	1804					
106824	 	U.S.A.	Americas, port unspecified	South Carolina, port unspecified	11	10	1804					
106825	 	U.S.A.	Americas, port unspecified	South Carolina, port unspecified	52	50	1804					
106826	 	U.S.A.	Americas, port unspecified	South Carolina, port unspecified	26	25	1804					
106827	 	U.S.A.	Americas, port unspecified	South Carolina, port unspecified	2	1	1804					
106828	 	U.S.A.	Americas, port unspecified	South Carolina, port unspecified	31	30	1804					
106829	 	U.S.A.	Americas, port unspecified	South Carolina, port unspecified	11	10	1804					
106830	 	U.S.A.	Americas, port unspecified	South Carolina, port unspecified	41	40	1804					
106831	 	U.S.A.	Americas, port unspecified	South Carolina, port unspecified	31	30	1804					
106832	 	U.S.A.	Americas, port unspecified	South Carolina, port unspecified	6	5	1804	0	0	1		
106833	Active	U.S.A.	St. Vincent, port unspecified	New Orleans	6	5	1804				Stotesberry, Arthur	
106834	Mary	U.S.A.	Americas, port unspecified	Charleston	112	110	1804				Lightborne, Wilkinson	
106835	 	U.S.A.	Americas, port unspecified	Savannah	11	10	1804					
106836	 	U.S.A.	Americas, port unspecified	Savannah	26	25	1804					
106837	 	U.S.A.	Americas, port unspecified	New Orleans	41	40	1804					
106838	 	U.S.A.	Americas, port unspecified	New Orleans	86	84	1804					
106839	Saint Loren	U.S.A.	Havana	New Orleans	110	108	1804					
106840	 	U.S.A.	Americas, port unspecified	New Orleans	35	34	1804					
106841	 	U.S.A.	Americas, port unspecified	New Orleans	12	11	1804					
106842	Laurel	U.S.A.	St. Thomas	Florida, port unspecified	11	10	1804					
106843	Jason	U.S.A.	Jamaica, port unspecified	New Orleans	2	1	1804				Palmer, Henry	
106844	Two Friends	U.S.A.	Jamaica, port unspecified	New Orleans	123	120	1804				Larosa, P	
106845	Neptune	U.S.A.	Jamaica, port unspecified	New Orleans	42	41	1804				Capauze, J	
106846	Laurel	U.S.A.	St. Thomas	Florida, port unspecified	26	25	1804					
106847	Maria	U.S.A.	Puerto Rico, port unspecified	St. Augustine	8	7	1804				Brown	
106848	Nancy	Denmark / Baltic	Kingston	New Orleans	40	39	1804				Belhome	
106849	Two Friends	U.S.A.	Havana	New Orleans	60	58	1804					
106850	Lupin	Great Britain	Americas, port unspecified	Charleston	21	20	1805					
106851	Manning	Great Britain	Americas, port unspecified	Charleston	21	20	1805					
106853	Wanton	U.S.A.	Tortola, port unspecified	Charleston	14	13	1805				Steele	
106854	 	U.S.A.	Americas, port unspecified	South Carolina, port unspecified	31	30	1805					
106855	 	U.S.A.	Americas, port unspecified	South Carolina, port unspecified	2	1	1805	0	0	1		
106856	 	U.S.A.	Americas, port unspecified	South Carolina, port unspecified	3	2	1805	0	0.5	0.5		
106857	 	U.S.A.	Americas, port unspecified	South Carolina, port unspecified	10	9	1805					
106858	 	U.S.A.	Americas, port unspecified	South Carolina, port unspecified	31	30	1805					
106859	 	U.S.A.	Americas, port unspecified	South Carolina, port unspecified	7	6	1805					
106860	 	U.S.A.	Americas, port unspecified	South Carolina, port unspecified	13	12	1805					
106861	 	U.S.A.	Americas, port unspecified	New Orleans	52	50	1805					
106862	Davenport	U.S.A.	Americas, port unspecified	Charleston	22	21	1806					
106863	Mary Ann	Great Britain	Americas, port unspecified	Charleston	22	21	1806					
106864	 	U.S.A.	Americas, port unspecified	South Carolina, port unspecified	10	9	1806					
106865	 	U.S.A.	Americas, port unspecified	South Carolina, port unspecified	6	5	1806	1	0	0		
106866	 	U.S.A.	Americas, port unspecified	South Carolina, port unspecified	9	8	1806					
106867	 	U.S.A.	Americas, port unspecified	South Carolina, port unspecified	11	10	1806	0.4	0.4	0.2		
106868	 	U.S.A.	Americas, port unspecified	South Carolina, port unspecified	30	29	1806					
106869	 	U.S.A.	Americas, port unspecified	South Carolina, port unspecified	21	20	1806					
106870	 	U.S.A.	Americas, port unspecified	South Carolina, port unspecified	15	14	1806					
106871	Hazard	U.S.A.	Charleston	New Orleans	10	9	1806	0	0	1	Anderson	
106872	 	U.S.A.	Americas, port unspecified	New Orleans	41	40	1806					
106873	William	U.S.A.	South Carolina, port unspecified	New Orleans	76	74	1806				Potter	
106874	 	U.S.A.	Americas, port unspecified	New Orleans	14	13	1806					
106875	 	U.S.A.	Americas, port unspecified	New Orleans	16	15	1806					
106876	 	U.S.A.	Americas, port unspecified	New Orleans	16	15	1806					
